0.16767167,0.19408162
0.16797875,0.20207306
0.16769077,0.20529371
0.20084937,0.23025541
0.2004606,0.21837129
0.2004566,0.2312412
0.20031129,0.22765687
0.23175431,0.26447442
0.23055045,0.26137915
0.23184808,0.26712058
0.23148229,0.26639076
0.26890354,0.30227745
0.26873215,0.30266473
0.26884307,0.30371174
0.26841615,0.29865242
0.30419812,0.33706413
0.30044204,0.33129782
0.29948875,0.32838632
0.29986503,0.3360537
0.33175607,0.36920804
0.3318108,0.36600847
0.33002208,0.36431389
0.33010062,0.36731126
0.36317792,0.39860757
0.36329391,0.39931244
0.36204467,0.39780329
0.36105594,0.39640233
0.39380685,0.43230874
0.39358013,0.43194422
0.39473913,0.43628556
0.39427696,0.4328638
0.42804932,0.46334167
0.42721514,0.46236772
0.42661913,0.46228885
0.42405165,0.46758582
0.45830796,0.49462165
0.4562946,0.48682848
0.45541311,0.48621275
0.45548123,0.48902109
0.4911446,0.5283657
0.50000173,0.53866369
0.49661134,0.53822664
0.4944145,0.52820803
0.51712138,0.55564762
0.51755822,0.55597838
0.51702601,0.55028343
0.51046768,0.54600078
0.54713172,0.58734424
0.54955093,0.58798445
0.54739056,0.58725886
0.54313042,0.58248662
0.57656554,0.61402915
0.57174729,0.60725834
0.57157222,0.59994906
0.5733267,0.61222021
0.59716618,0.63028534
0.58822572,0.62501428
0.5791058,0.61818074
0.57525141,0.61582395
0.60970516,0.64595652
0.59794365,0.6303252
0.59599612,0.6352928
0.60283041,0.63313526
0.63086235,0.6584688
0.57194858,0.60887832
0.49242143,0.52896814
0.46523245,0.49053626
0.46256758,0.4955437
0.44152728,0.4782988
0.42767165,0.45813046
0.3920502,0.41802532
